,city_id,city_name,lat,lon,date,time,temperature,feels_like,humidity,weather_type,description,wind_speed,precipitation
196,6454707,Rouen,49.4405,1.094,2023-09-22,03:00:00,11.5,10.93,85,Clouds,overcast clouds,5.35,0.05
197,6454707,Rouen,49.4405,1.094,2023-09-22,06:00:00,11.33,10.84,89,Clouds,broken clouds,6.23,0.02
198,6454707,Rouen,49.4405,1.094,2023-09-22,09:00:00,15.71,15.22,72,Clouds,scattered clouds,8.72,0.02
199,6454707,Rouen,49.4405,1.094,2023-09-22,12:00:00,16.28,15.79,70,Rain,light rain,8.18,0.58
200,6545270,Palais-Royal,48.8589,2.32,2023-09-17,15:00:00,26.5,26.5,64,Clear,clear sky,1.79,0.0
201,6545270,Palais-Royal,48.8589,2.32,2023-09-17,18:00:00,26.23,26.23,59,Clouds,scattered clouds,0.59,0.08
202,6545270,Palais-Royal,48.8589,2.32,2023-09-17,21:00:00,23.77,24.03,70,Rain,light rain,7.06,1.0
203,6545270,Palais-Royal,48.8589,2.32,2023-09-18,00:00:00,19.88,19.91,76,Rain,light rain,2.21,1.0
204,6545270,Palais-Royal,48.8589,2.32,2023-09-18,03:00:00,18.49,18.48,80,Clouds,overcast clouds,4.34,0.0
205,6545270,Palais-Royal,48.8589,2.32,2023-09-18,06:00:00,17.87,17.78,79,Clouds,broken clouds,4.02,0.0
206,6545270,Palais-Royal,48.8589,2.32,2023-09-18,09:00:00,22.07,21.69,52,Clouds,broken clouds,4.39,0.0
207,6545270,Palais-Royal,48.8589,2.32,2023-09-18,12:00:00,21.79,21.41,53,Clouds,broken clouds,4.94,0.0
208,6545270,Palais-Royal,48.8589,2.32,2023-09-18,15:00:00,23.69,23.29,45,Clouds,broken clouds,5.92,0.04
209,6545270,Palais-Royal,48.8589,2.32,2023-09-18,18:00:00,20.23,19.93,62,Rain,light rain,5.01,0.44
210,6545270,Palais-Royal,48.8589,2.32,2023-09-18,21:00:00,17.77,17.61,77,Rain,light rain,4.35,0.4
211,6545270,Palais-Royal,48.8589,2.32,2023-09-19,00:00:00,15.9,15.63,80,Clouds,overcast clouds,3.66,0.16
212,6545270,Palais-Royal,48.8589,2.32,2023-09-19,03:00:00,15.57,15.17,76,Clouds,overcast clouds,3.42,0.0
